id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
123817,299.2,308.9,1326,53.8,195,1
123822,297.5,309,1258,69.6,89,1
123881,302,310.5,1346,48.2,50,1
123922,302,310.8,1724,29,235,1
123932,303,311.2,1335,53.6,164,1
123971,302.7,310.6,1359,56,207,1
124057,303.6,312.7,1367,56,172,1
124207,302,309.9,1308,57.6,85,1
124239,297.6,309.1,1356,47.6,220,1
124241,301,309.6,2567,12.1,222,1
124244,301.9,310.4,1370,41.7,148,1
124321,302.8,312.4,1454,59.9,234,1
124531,302,310.9,1360,45.2,12,1
124551,302.6,310.3,1351,57.4,14,1
124602,302.4,310.3,1376,48.6,17,1
124656,302,310.6,1325,61.1,192,1
124794,299,310,1384,58.7,212,1
124835,299.8,309.3,1364,53.8,212,1
124886,301.7,311,1441,44.3,208,1
124895,296.6,307.5,1549,35.8,206,1
124954,302.3,310.1,1321,52.7,148,1
124959,302.3,310.9,1365,56.8,218,1
124990,299.2,310.7,1617,27,225,1
125028,301.2,310.9,1339,52.4,30,1
125073,300.7,310.4,1416,61.8,209,1
125161,301.7,311.2,1385,50.7,195,1
125162,303.2,311.4,1238,52.1,226,1
125336,297.2,308.3,2584,12.6,165,1
125339,299.8,309.5,1280,48.5,51,1
125379,303.1,311.2,1368,54.5,25,1
125395,303.9,312.6,1369,45.3,125,1
125443,297.4,308.4,1569,38.1,220,1
125464,296.9,307.8,1611,35.8,206,1
125517,298.9,308.2,1372,63.6,127,1
125617,302,310,1586,35.2,146,1
125716,298,308.5,1662,28.3,220,1
125726,297.7,308.1,1367,62.2,172,1
125777,297.3,308.1,1376,56.9,204,1
125800,301.9,311.2,1368,56.8,187,1
125929,301.5,310.8,1355,57.8,195,1
126085,303.7,312.8,1404,53.3,35,1
126225,302.1,310.7,1364,51.7,77,1
126255,299,310.2,1529,62.5,176,1
126356,301,310.6,1493,41.9,206,1
126358,303,311.2,1378,43.2,5,1
126508,300.2,309.8,1298,65.5,13,1
126630,298.6,309.8,2271,44.2,218,1
126652,302.1,310.1,1342,50.4,145,1
126694,300.5,311.8,1524,38.9,214,1
126707,302.7,311,1410,61.8,195,1
126737,299.2,308.7,1401,47.2,198,1
126759,302.5,310.4,1351,58.2,198,1
126788,302.5,311.2,1353,51.7,70,1
127048,302.6,310.2,1377,66.8,100,1
127132,300.9,311,1463,40,149,1
127268,299,308.6,1296,62.7,100,1
127294,300.5,310.3,2633,12.1,202,1
127369,298.3,309.4,1229,62.1,20,1
127419,298.5,309.4,1373,56.2,207,1
127508,299.3,308.8,1341,47.7,199,1
127580,301.9,310.6,1331,68.6,87,1
127634,303.5,312.4,1559,70.6,94,1
127644,302,310.5,1358,50.3,177,1
127653,297.3,308.1,1615,35.4,217,1
127733,298.6,309.9,1867,24.4,40,1
127915,298.6,309.8,2271,16.2,150,1
127973,301,311.1,1399,64.4,177,1
127979,302.6,311,1296,61.9,106,1
127988,300,311.5,1812,28.3,2,1
127998,301,310.8,1369,59.1,192,1
128028,296.9,308,1380,57.3,11,1
128052,300.5,311.8,1372,57.5,214,1
128059,298,308.7,1429,69.4,189,1
128120,299.8,309.4,1291,56.2,188,1
128182,297.5,309.1,1315,63.6,213,1
128389,298.2,308.3,1560,33,181,1
128584,302.7,310.6,1379,44.3,0,1
128586,302.4,311.8,1363,54,119,1
128648,302.6,310.4,1355,55.1,21,1
128665,303.4,311.9,1298,61,59,1
128687,303.4,311.8,1362,50.9,69,1
128692,300.8,310.7,1339,52.7,203,1
128722,301.4,310.8,1599,30.8,218,1
128726,303,311.2,1341,51,186,1
128730,301.9,311,2691,45.6,31,1
128861,302.6,312.1,1499,35,215,1
128968,303.3,311.4,1497,46,23,1
129010,303.4,311.7,1374,47.3,31,1
129042,299,310.2,1369,51,200,1
129101,302.5,310.3,1375,49,172,1
129102,300.3,311.8,1361,56.8,196,1
129113,302.4,310.1,1369,55.7,106,1
129115,302,310.4,1357,58,235,1
129128,298.8,308.9,1339,49.6,134,1
129191,300.5,311.4,1374,48.8,11,1
129250,303.1,311.2,1349,54.2,234,1
129252,299.3,309.1,1470,41.1,118,1
129309,299.1,308.8,1654,30.7,207,1
129351,300.8,310.9,1236,69.8,215,1
129386,301,310.9,1365,67.9,20,1
129691,302.7,310.9,1358,48.7,161,1
129768,302.5,310.9,1356,55.5,101,1
129812,301.9,310.9,1365,60.3,73,1
129879,302,310.8,1354,51.2,101,1
129902,301,311,1378,51.1,188,1
129954,302.4,310.9,1344,57.4,187,1
129969,298.9,310.1,2672,12.2,83,1
130227,302.6,311.5,1547,37.2,59,1
130255,300.2,311,1436,71.8,149,1
130372,303.3,311.2,1350,44.6,197,1
130468,302.4,310.2,1346,62.4,2,1
130472,296.9,307.9,1367,57.1,204,1
130646,303.7,312.6,1357,48.1,124,1
130666,299.1,310,1358,45,20,1
130807,300.5,310.5,1374,52.7,64,1
130959,300.8,310.7,1339,59.3,203,1
131135,302,311,1348,62.7,49,1
131140,303.3,311.4,1359,47.2,0,1
131210,300.3,310.3,1362,60.3,7,1
131345,300.9,309.4,1372,62.4,113,1
131373,301.9,310.8,1362,49.8,229,1
131524,302.7,311.1,1361,48.1,142,1
131741,298.3,308,1258,65.1,198,1
131742,297.4,308.9,1352,48.1,163,1
131924,302.7,310.5,1351,41.8,179,1
132005,298.1,309,1428,36.7,188,1
132060,300.8,309.9,1331,61.2,192,1
132100,302.5,310.5,1379,54.8,40,1
132158,301.7,310,1274,68.1,198,1
132241,299,310.3,1303,68.6,111,1
132252,300.5,311.1,1351,55.2,165,1
132330,301,310.5,1379,57.3,204,1
132349,302.5,311.1,1346,43,11,1
132406,301.9,310.8,1386,44.8,62,1
132415,299.1,308.8,1508,37.4,20,1
132490,302.4,310.9,1378,54.6,170,1
132543,302,310.9,1378,53.1,212,1
132739,303.8,312.8,1410,48,143,1
132785,299.1,310.4,1362,56.2,96,1
132869,299.1,310.3,1396,45.9,218,1
132886,300.4,310.8,1397,55.7,156,1
132895,303.6,312.8,1369,54.4,2,1
132998,301.8,310.5,1202,66.7,92,1
133110,299.1,310.1,1369,52,229,1
133147,303.5,312.3,1432,40.2,215,1
133238,297.2,308.4,1431,49.7,210,1
133272,303.4,312,1470,35.9,90,1
133303,302.4,310.2,1339,51.6,29,1
133337,301.8,309.8,1442,45.3,233,1
133372,299.2,310.7,1369,47.2,225,1
133398,302.5,311.2,1378,45.8,86,1
133457,301.4,311.3,2323,13.9,50,1
133838,300.6,311.9,1524,36.9,212,1
133963,300.2,311.6,1421,52,210,1
134024,298.9,309.1,2861,4.6,148,1
134032,298.8,309.9,1439,45.2,17,1
134069,302.2,310.4,1372,53.9,73,1
134105,302.2,311.2,1270,65.3,6,1
134179,300.3,309.3,1326,58.2,192,1
134280,302.6,310.5,1379,50.3,201,1
134298,299.1,308.5,1478,50.4,220,1
134340,302.4,310.1,1341,51.2,97,1
134378,301.7,309.9,1364,56.9,71,1
134425,300,309,1354,40.4,88,1
134608,302.5,310.4,1359,57.2,67,1
134625,297.4,308.3,1801,26.9,11,1
134637,299.2,310.7,1737,26.2,225,1
134825,302.4,310.2,1325,45.2,225,1
134831,301.1,311.6,1431,72.3,208,1
134837,302.4,312,1378,54.9,206,1
134865,300.5,309.5,1397,45.9,17,1
134871,303.4,311.5,1375,54,22,1
134897,300.1,309.4,1541,37.8,148,1
134939,302.7,311.1,1297,60.7,197,1
134944,300.5,310.2,1297,58.2,153,1
134955,300.6,311.9,1515,35.9,212,1
135008,302.1,310.7,1325,45.1,204,1
135097,300,310.8,1359,52.1,163,1
135167,302.4,311.8,1357,51.7,122,1
135225,303.2,311.4,1358,46.2,87,1
135419,297.6,309.2,1396,50,159,1
135531,302,310.4,1331,59.8,105,1
135570,300.7,311.1,2478,41.1,170,1
135589,302.2,311.4,1333,66.7,205,1
135622,297.7,308.5,1503,38,179,1
135767,300.9,309.4,1342,62.4,113,1
135804,299.5,309.4,1390,58.8,181,1
135879,302.2,310.6,1337,56.8,159,1
135902,302.6,312.1,1638,35,215,1
135917,297.3,308.2,1553,33.5,208,1
135957,299.1,310.6,1353,49.7,74,1
136053,302.4,312,1286,62.3,162,1
136266,302.6,310.5,1329,49.7,155,1
id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
0,300.6,309.6,1596,36.1,140,0
1,302.6,312.1,1759,29.1,200,0
2,299.3,308.5,1805,26.5,25,0
3,301,310.9,1524,44.3,197,0
4,298,309,1641,35.4,34,0
5,298.4,308.9,1429,42.1,65,0
6,299.6,311,1413,42.9,156,0
7,298.7,310.1,1609,38.1,67,0
8,297.7,308.8,1578,35.2,13,0
9,300.5,312.3,1447,53.3,98,0
10,301,310.8,1408,47.7,139,0
11,301.5,310.8,1432,43.6,166,0
12,301.4,310.7,1659,40.9,152,0
13,297.1,308.4,1470,43.8,204,0
14,298.5,309.4,1385,53.1,143,0
15,297.6,308.3,1567,34.6,38,0
16,300.4,309.9,1452,39.2,72,0
17,300.5,309.8,1421,49.6,5,0
18,300.5,311.7,1408,49.5,0,0
19,303.5,312.4,1408,44.6,76,0
20,301.5,310.4,1424,53.9,40,0
21,298.6,308.4,1555,40.3,27,0
22,300.9,310.7,1479,39.1,23,0
23,301,310.9,1470,40.9,190,0
24,297.2,307.9,1676,32.2,173,0
25,301,312.2,1427,47.7,162,0
26,298.3,308.2,1534,33.2,2,0
27,297.4,308.4,1462,43.8,0,0
28,301.3,311,1492,41.4,124,0
29,300.2,309.5,1445,38.3,51,0
30,300.1,309.3,1507,43.3,111,0
31,300.6,309.8,1423,22.5,129,0
32,303.5,312.3,1436,47.3,71,0
33,298.3,308.1,1560,35.7,89,0
34,297.8,308.3,1334,49.7,158,0
35,301,311,1473,46.3,118,0
36,300.7,311.9,1486,39.6,19,0
37,300.8,312.4,1618,28.3,119,0
38,298.3,308,1435,47.8,94,0
39,301.4,310.6,1487,44.6,83,0
40,299.2,310.6,1383,44.4,172,0
41,297.7,308.8,1526,37.4,103,0
42,299.7,309.1,1566,32.9,135,0
43,302.5,312.2,1469,39.9,14,0
44,301.8,310.9,1686,30.3,155,0
45,296.7,307.5,1465,48.5,161,0
46,302.4,312,1528,43.4,9,0
47,299.2,310.6,1538,38.8,119,0
48,298.1,308.6,1515,33,27,0
49,301.9,311,1671,30.6,20,0
50,299.1,308.9,1397,52.4,124,0
51,302.6,312,1451,43,183,0
52,299.3,308.8,1486,29.9,201,0
53,299.6,310.2,1469,42.7,23,0
54,299,309,1636,33.4,90,0
55,299.8,311.2,1533,32.1,144,0
56,300.6,311.6,1497,43.9,206,0
57,298.9,310.2,1487,42.9,9,0
58,298.5,309.3,1446,43.4,131,0
59,302.6,312.1,1368,56.5,168,0
60,297.6,309.4,1738,25.9,53,0
61,301.9,310.8,1366,52.6,99,0
62,297.3,308.6,1554,40.1,70,0
63,300.9,310.4,1561,32.7,25,0
64,300.7,310.4,1447,41.7,211,0
65,297.4,308.5,1530,38.5,93,0
66,297.9,309,1481,38.8,37,0
67,301.4,310.5,1697,31.4,173,0
68,301.3,311,1555,33.1,64,0
69,298.8,309.8,1479,46.6,145,0
70,298.7,309.7,1364,44.9,106,0
71,299.6,310.9,1602,31.8,80,0
72,300,309.6,1366,46.6,77,0
73,297.2,308.3,1805,44.6,13,0
74,302.3,311.1,1546,44.6,156,0
75,301,312.3,1490,42.6,127,0
76,300.4,311.4,1436,43.2,129,0
77,297.5,308.4,1512,36.9,141,0
78,297.4,308.5,1382,43.9,47,0
79,303.9,313.1,1564,38.9,119,0
80,301.7,311.2,1556,45.5,154,0
81,303.7,312.7,1470,46.8,196,0
82,301.2,310.9,1387,57.2,204,0
83,297.3,308.1,1566,35.7,100,0
84,300.2,311.4,1505,46.5,32,0
85,299,308.7,1466,42.6,96,0
86,300,311.3,1352,52.1,71,0
87,297.6,309,1504,40.4,35,0
88,303.3,311.8,1448,43.9,146,0
89,297.8,309,1675,29.6,98,0
90,300,311.4,1455,48.4,30,0
91,298,309.1,1505,39.6,0,0
92,301.7,310.9,1557,39.4,0,0
93,303.6,312.4,1462,48.3,0,0
94,300.3,311.8,1816,24.4,130,0
95,301.7,310.5,1457,51.7,110,0
96,297.7,308.4,1517,49.5,120,0
97,300.3,311.7,1571,31.2,192,0
98,300.7,310.8,1479,43,64,0
99,297.6,308.4,1484,46.7,98,0
100,302.1,310.5,1408,42.1,59,0
101,298.9,308.4,1555,39.5,147,0
102,299.5,309.1,1520,49.2,147,0
103,298.5,309.7,2099,19.3,101,0
104,297.8,307.9,1479,48.6,46,0
105,299.4,310.5,1435,48,10,0
106,298.4,308,1606,33.8,25,0
107,301.8,310.6,1610,32.3,91,0
108,300.7,310.5,1591,32.7,197,0
109,299.2,310.3,1375,52.7,76,0
110,302.2,311.3,1378,49.7,0,0
111,297,308.1,1629,33,138,0
112,298.8,310,1500,39.8,176,0
113,298,309.9,1578,34.6,156,0
114,299,309.9,1712,28.2,98,0
115,300.3,309.4,1616,47.3,104,0
116,298.6,309.6,1363,52.8,52,0
117,298.2,307.9,1430,44.4,70,0
118,301.8,310.3,1455,44.7,88,0
119,297.2,308.1,1372,55.8,150,0
120,298.9,309,1610,34.2,44,0
121,300.9,310.7,1522,28.5,18,0
122,300.1,309.4,1555,32.9,150,0
123,302.6,310.5,1539,33.6,154,0
124,297.1,308.2,1427,45.2,16,0
125,301.3,310.3,1548,38.6,59,0
126,301.3,311.5,1521,36.6,0,0
127,301,312.2,1772,25.1,176,0
128,300.8,310.8,1792,27.8,93,0
129,300.2,309.6,1347,50.8,36,0
131,298.3,308.4,1526,40.3,20,0
132,298.3,310.1,1333,55.9,83,0
133,302.1,311.4,1466,39.8,26,0
134,300,311.4,1383,49.6,24,0
135,300.8,311.3,1498,43.4,56,0
136,298.2,307.9,1385,44.7,34,0
137,301.5,310.5,1683,27.8,127,0
138,304,313.2,1394,53.8,127,0
139,301.2,310.8,1557,34.9,119,0
140,297.5,308.5,1666,32.5,38,0
141,303.1,311.3,1483,39.9,147,0
142,300.7,311.8,1454,40.3,34,0
143,301.5,311.1,1490,45.3,24,0
144,297,307.7,1488,48.1,128,0
145,302.5,310.2,1677,31.4,148,0
146,301.3,310.8,1367,47.5,53,0
147,297.4,308.4,1858,25.8,156,0
148,302.4,311.8,1683,31.6,140,0
149,300.2,309.5,1417,42,129,0
150,296.9,307.5,1521,39,18,0
151,298,308.1,1462,41.8,27,0
152,300.2,311.8,1464,53.2,76,0
153,301.1,310.5,1383,53.6,2,0
154,297.5,308.6,1518,33,190,0
155,297.8,307.7,1448,44.2,164,0
156,302.5,311,1622,30.7,156,0
157,298,308.7,1528,41.2,25,0
158,297.9,307.8,1365,46.9,76,0
159,303.6,312.7,1459,46.5,44,0
160,300.8,310.6,1686,29.7,149,0
161,300.3,310.3,1448,40.1,209,0
162,300.8,310.7,1452,50.7,219,0
163,302.1,311,1671,30,15,0
165,300.9,310.8,1565,33.9,132,0
166,295.5,306,1621,29.5,104,0
167,301.8,311.3,1596,35.8,68,0
168,303.7,313,1794,25.6,79,0
169,298,308.2,1602,37.2,215,0
170,301.8,311,1452,42.4,77,0
171,298,308.4,1480,42.4,17,0
172,302,310.9,1444,43.4,182,0
173,297,307.7,1731,28.5,100,0
174,300.5,311,2074,18.9,124,0
175,301.5,310.6,1578,34.8,81,0
176,301.3,311.1,1624,38.5,0,0
177,302,310.5,1573,32.1,76,0
178,304.2,313.4,1607,33,148,0
179,298.6,309.5,1389,50.3,127,0
180,300.3,310.3,1629,34.4,50,0
181,297.2,308.2,1332,37.8,3,0
182,303.9,313.1,1496,38,137,0
183,302.3,311.5,1486,46.5,131,0
184,297.9,308.8,1347,49.9,209,0
185,297.7,308.5,1429,54.4,102,0
186,301.3,310.9,1555,36.1,5,0
187,298.9,310.2,1498,43.2,2,0
188,298.2,308.7,1445,38.1,45,0
189,298.8,309.5,1613,33,166,0
190,298.1,308.7,1436,47.6,64,0
191,300.4,310.6,1384,48.7,2,0
192,298.2,309,1601,39.4,43,0
193,297.5,308.9,1416,44.2,101,0
194,301,310.5,1390,46.4,75,0
195,302.3,311.7,1463,41.9,89,0
196,299.2,310.6,1387,45.9,136,0
197,303.4,312.7,1578,39.3,158,0
198,299.1,308.2,1827,24.8,9,0
199,302.5,311.5,1457,48,129,0
200,298.7,309.9,1654,44.8,25,0
201,303.4,312,1388,42.1,0,0
202,299.7,309.2,1502,37.6,50,0
203,296.1,306.8,1484,43.2,33,0
204,302.2,311.7,1562,34.1,188,0
205,298.1,308,1638,38.3,38,0
206,302.6,311,1543,36.4,152,0
207,302,310.9,1566,34.4,167,0
208,302.4,311.8,1420,45.6,122,0
209,300.7,311.4,1536,40.9,22,0
210,300.8,309.5,1546,42.3,186,0
211,300.4,310.3,1568,35.6,127,0
212,300.5,310.5,1612,36.6,54,0
213,299.8,309.1,1635,31.1,62,0
214,298.1,308.5,1592,35.6,15,0
215,298.4,309.3,1533,37.5,116,0
216,300.7,309.3,1425,45.3,192,0
217,302.9,312.2,1405,44.8,189,0
218,298.6,309.5,1523,39.8,127,0
219,299,310.2,1542,36.7,154,0
220,298.8,309.5,1543,32.8,157,0
221,300.6,310.2,1452,47.7,18,0
222,301.5,310.6,1392,47.7,222,0
223,297.1,308.4,1880,44.7,196,0
224,302.6,311.2,1545,36,137,0
225,301,310.9,1617,30.7,21,0
226,301.6,310.6,1553,39.2,159,0
227,298.5,309.5,2033,22.8,150,0
229,301.1,311.2,1394,51.9,90,0
230,304.1,313,1479,42.9,178,0
231,300.8,310.6,1554,34.4,79,0
232,298.9,310.2,1683,28.7,116,0
233,303.5,312.7,1452,44.7,98,0
234,296.9,307.5,1339,50.2,55,0
235,301.7,309.9,1443,46.4,210,0
237,301.4,310.7,1368,63.7,92,0
238,300.7,309.7,1793,25.5,6,0
239,297.4,308.4,1967,20.9,92,0
240,302.3,311.2,1543,37.5,73,0
241,298.1,309,1735,26.6,56,0
242,302.5,311.5,1662,28.3,131,0
243,300,310.3,1606,41.6,157,0
244,301.4,311.2,2027,18.9,148,0
245,300.2,311.6,1511,35.4,160,0
246,299.1,310.3,1471,33.2,242,0
248,299.3,310.1,1536,37.2,48,0
249,298.3,309.1,1483,44.4,44,0
250,300.7,309.9,1385,46.6,162,0
251,297.2,308.6,1390,49.8,12,0
252,299,310,1533,42.5,15,0
253,299.1,308.3,1414,42.5,76,0
254,300.7,310.7,1525,43.7,79,0
255,300.8,310.7,1539,32.3,123,0
256,299.7,309,1422,43.9,43,0
257,299.7,310.7,1457,41.3,59,0
258,303.9,312.7,1546,37,64,0
259,295.6,306.1,1465,48.7,59,0
261,299.2,308.7,1843,25.3,215,0
262,297.7,308.4,2080,18.4,0,0
263,300.5,311.4,1523,37.5,73,0
264,302.7,311.8,1619,30,12,0
265,296.8,308,1422,49.8,13,0
266,303.5,312.4,1418,43.4,175,0
267,297.6,309.5,1403,48.4,65,0
268,301.4,311.2,1453,50.6,37,0
269,299.7,309.1,1558,50.1,187,0
270,298.7,309.8,1567,35.3,6,0
271,300.7,309.5,1251,29.9,120,0
272,297.9,307.8,1403,48.6,59,0
273,302.5,310.9,1624,34.4,0,0
274,301.1,310.6,1417,37.6,54,0
275,297.1,308.6,1381,50.2,198,0
276,297,307.7,1498,46.1,2,0
277,298.4,308.9,1894,21.1,161,0
278,300.8,309.6,1434,44.5,44,0
279,297.4,308.7,1630,30.3,134,0
280,302.1,311.4,1540,43.7,157,0
281,297.3,308.5,1429,42.5,16,0
282,299.8,310.9,1292,46.7,175,0
283,299,310,1501,45.2,106,0
284,296.2,307.2,1472,39.9,51,0
285,297.9,308.5,1452,44.4,5,0
286,300.4,311.5,1471,43.7,24,0
287,298.3,308,1748,25.1,160,0
288,302.2,310.8,1555,38.6,3,0
289,299,310.3,1434,44,206,0
290,301.1,311.2,1910,41.7,28,0
291,298,309.5,1617,45.8,46,0
292,300.1,311.4,1447,52.7,119,0
293,300.9,310.7,1418,46.5,12,0
294,298.8,310,1505,45.7,9,0
295,303.5,312.5,1522,40.3,110,0
296,302.1,310,1514,39.7,96,0
297,297.9,309.9,1593,36.5,188,0
298,302.3,311.2,1549,35.8,66,0
299,297.2,308.6,1486,41.3,41,0
300,299.1,308.7,1431,42.4,93,0
301,300.5,311.9,1558,39.7,54,0
302,300.2,311.7,1415,46.2,167,0
303,300.7,310.9,1486,38.9,137,0
304,298.2,308.9,1371,43.3,51,0
305,300.6,309.5,1416,38.1,142,0
306,299.6,309.4,1447,43.5,2,0
307,298.1,308.2,1366,45.1,96,0
308,299.3,310.6,1438,46.9,97,0
309,301.5,310.5,1525,42.5,168,0
310,299.7,309.1,1477,41.2,149,0
311,298.9,310.2,1809,21.9,185,0
312,298.1,308,1376,46.4,63,0
313,299.2,308.4,1447,46.6,145,0
314,299.1,308.5,1619,32.8,144,0
315,298.1,308.9,1585,38.7,33,0
316,298.8,308.6,1519,36.6,79,0
317,300.5,312,1755,26.7,25,0
318,300.6,310.2,1657,28.7,81,0
319,302.4,310.8,1573,34.2,204,0
320,301.3,311.3,1509,41.5,24,0
321,301.1,311.1,1413,58.2,166,0
322,297.2,308.1,1570,35.7,140,0
323,299.7,309.3,1459,42.6,0,0
324,297.3,308.1,1477,39.8,199,0
325,302.2,311.4,1479,36.8,34,0
326,299.6,309.1,1423,42.9,124,0
327,300.5,309.7,1413,48,141,0
328,298.3,308.8,1454,33.7,166,0
329,302.5,312.1,1370,50.1,166,0
330,296.7,307.8,1505,39.6,94,0
331,302,310.7,1456,47.8,161,0
332,300.3,311.3,1544,41.3,97,0
333,302.3,311,1551,33.4,156,0
334,297.9,309.8,1554,38.5,148,0
335,298.1,310.1,1553,40.9,49,0
336,299.6,310.8,1441,40.8,96,0
337,299,310.1,1496,45.1,5,0
338,303,312.9,1442,46.2,99,0
339,301.7,311,1534,41,192,0
340,299.5,310.8,1471,40.6,139,0
341,298.2,308.4,1478,47.6,21,0
342,299.3,309,1599,32,156,0
343,300.9,310.9,1385,46.2,172,0
344,298.4,310.1,1455,42.2,74,0
345,299.2,310.6,1540,40.9,175,0
346,303.8,312.8,1428,35.4,152,0
347,303.6,312.5,1420,45.9,159,0
348,300.8,311.8,1443,49.4,204,0
349,297.5,308.6,1538,36.7,2,0
350,299.4,309.3,1563,34.4,0,0
351,299.3,310.9,1558,31.4,5,0
352,298.2,308.4,1369,43.5,158,0
353,300.2,311.6,1488,39.9,160,0
354,298.2,308.7,1471,45.5,54,0
355,300.3,311.7,1408,47.6,123,0
356,300,309.6,1594,31.3,51,0
357,301.3,311,1439,42.5,179,0
358,301.3,310.9,1385,50.5,195,0
359,300.7,310.7,1499,38.4,205,0
360,300.7,309.6,1394,48.8,192,0
361,299,310.2,1501,43,91,0
362,298.5,308.5,1668,31.9,127,0
363,302,309.8,1942,20.5,145,0
364,302.6,312.3,1352,52.3,62,0
365,303.5,312.9,1881,21.9,103,0
366,300.2,310.3,1514,45.3,48,0
367,300.2,311.6,1430,53,185,0
368,303.4,312.3,1540,43.2,96,0
369,300.9,310.8,1695,30.2,185,0
370,302.5,311.5,1755,25.9,197,0
371,300.3,310.2,1678,34.7,203,0
372,300,311.2,1452,44.1,59,0
373,298.3,308.1,1279,53.1,9,0
374,298.3,308.3,1456,45.5,63,0
375,298.7,308.5,1602,36.8,46,0
376,301.4,310.6,1616,30.7,84,0
377,297.3,308.1,1510,36,150,0
378,302,310.7,1403,47.5,106,0
379,300.4,309.1,1574,41.5,113,0
380,298.8,308.5,1553,32.4,190,0
381,297.7,308.2,1523,38.5,181,0
382,301,310.9,1975,15.8,17,0
383,301.4,310.7,1364,46.3,24,0
384,303.5,313,1377,52.8,71,0
386,297.3,307.9,1579,34.4,0,0
387,300.9,311,2003,40.2,138,0
388,301.8,311,1413,38,39,0
389,300.6,310.2,1447,48.8,17,0
390,301.4,311,1585,31.8,159,0
391,298.8,309.8,1487,36.7,143,0
392,300.5,311.6,1744,38.9,94,0
393,298.7,309.7,1409,41.3,148,0
394,298.8,309.1,1523,39.2,139,0
395,300.1,311.4,1246,64,42,0
396,297.4,308.5,1383,46.6,47,0
397,297.2,307.9,1514,44.7,146,0
398,303.5,311.3,1944,23.5,159,0
399,301.8,311,1756,35.3,13,0
400,303.8,312.3,1456,46.6,198,0
401,297.3,308.4,1664,30.6,90,0
402,300.9,310.2,1560,35.1,155,0
403,297.7,307.2,1372,33.5,33,0
404,300.7,310.8,1415,48.7,91,0
405,299.2,310.1,1518,40.1,126,0
406,302.2,311.3,1477,46.6,15,0
407,300.3,310.7,1435,49.3,123,0
408,301.3,310.7,1465,41.4,158,0
409,302.9,312.5,2183,19.1,39,0
410,300,309.4,1471,44.9,150,0
411,303.8,312.8,1493,40.7,124,0
412,300.5,310.8,1540,44,166,0
413,300.6,310.9,1486,38.6,0,0
414,298.5,309.4,1578,37.6,71,0
415,297.5,308.3,1617,34.9,39,0
416,301,310.9,1524,39.4,45,0
417,297.2,308.1,1474,47,173,0
418,300.5,311.5,1597,34.6,0,0
419,304,313.1,1618,38,92,0
420,299.4,308.7,2008,20.7,119,0
421,300.5,310.8,1372,44.7,125,0
422,298.9,310.1,1476,43.4,98,0
423,300.5,311.5,1494,38.5,65,0
424,302.5,311.9,1340,48,60,0
425,300.1,309.1,1546,28.3,110,0
426,297,308.4,1565,48.1,137,0
427,299.3,308.8,1383,50.3,108,0
428,300.2,311.7,1441,42.7,156,0
429,300.3,310.3,1359,49.7,7,0
430,299.4,309.2,1463,37.8,145,0
431,302.4,310.1,1449,48.9,102,0
432,302.3,310.1,1653,32.9,36,0
433,302,310.5,1455,39.5,141,0
434,300.3,311.7,1448,46.3,14,0
435,299.8,309.6,1633,31.7,82,0
436,301.8,311.2,1482,43.6,208,0
437,302.3,310.9,1429,43.7,146,0
438,302.2,312,1523,38.5,182,0
439,298.2,309.2,1524,42.4,193,0
440,299.6,310.8,1564,36.8,110,0
441,299.2,308.5,1570,41.2,61,0
442,297.8,308.5,2129,19.2,148,0
443,297.5,308,1413,42,141,0
444,302.6,310.6,1785,27,203,0
445,298,308,1430,47.7,89,0
446,300.1,310.2,1384,44.4,113,0
447,299.6,310.1,1601,34.8,62,0
448,297.6,308.3,1459,43.3,34,0
449,297,308.3,1499,41.4,135,0
450,300.5,310.5,1653,32.9,0,0
451,297.1,308.1,1496,48.1,215,0
452,297.9,309.1,1459,46.2,33,0
453,300.8,311.2,1386,41.1,57,0
454,297.4,308.4,1491,38.4,63,0
455,300.1,311.4,1568,35.1,38,0
456,302.2,311.4,1461,42.4,96,0
457,303,312.4,1426,43.7,129,0
458,298.7,309.7,1559,36.9,6,0
459,300,311.2,1723,44.1,206,0
460,300.3,311.8,1434,45.9,23,0
461,301.4,311.3,1563,36.8,48,0
462,301.1,310.8,1465,43.5,68,0
463,298.9,309.1,1393,45.3,98,0
464,299.4,310.8,1490,44.9,93,0
465,302.2,311.5,1420,50.1,21,0
466,298.3,308,1591,41.7,29,0
467,300.3,309.1,1374,46.6,95,0
468,300.6,310.6,1478,49.6,5,0
469,297.8,309.4,1442,43.4,129,0
470,297.9,309.1,1504,43,64,0
471,302.2,311.2,1488,65.3,141,0
472,297.5,308.5,1479,52.3,148,0
473,298.2,308.2,1662,30.6,96,0
474,302.2,310.8,1438,39.3,44,0
475,300.5,311.5,1364,44.4,117,0
476,300.1,309.2,1533,40.2,110,0
477,297,307.7,1685,28.7,124,0
478,297.2,308.3,1359,54.6,106,0
479,298.2,308.9,1353,49.8,76,0
480,301.7,310.4,1477,44.5,156,0
481,301.4,310.6,1556,36.6,2,0
482,301.1,311.7,1531,36,92,0
483,298.4,308.8,1379,60.4,111,0
484,301,312.2,1346,49.1,58,0
485,299.8,309.5,1445,46.6,127,0
486,298.1,308,1523,41,96,0
